,Título,Nome da Rua,Número,Bairro,Cidade,Preço,Taxa Cond,Total Mensal,Área,Quartos,Banheiros,Garagens
1019,Apartamento,Rua Julieta Lins  Pioneiros,,,Balneário Camboriú,5460.0,,,151.0,4,5,3
1020,Apartamento a,Avenida Brasil,3600,Centro,Balneário Camboriú,1060.0,620.0,1680.0,82.0,2,2,1
1021,3 quartos,Endereço não disponível  Centro,,,Balneário Camboriú,650.0,,,100.0,3,1,1
1022,Apartamento 3,Endereço não disponível  Nações,,,Balneário Camboriú,1499.0,,,132.0,3,4,2
1023,Santos dumont,Endereço não disponível  Centro,,,Balneário Camboriú,800.0,400.0,1200.0,120.0,2,1,1
1024,Terreno á,Rua Monteiro Lobato  Praia dos Amores,,,Balneário Camboriú,2400.0,,,0.0,0,0,0
1025,Apartamento,Rua 1401,10,Centro,Balneário Camboriú,2380.0,,,149.0,3,4,2
1026,Barbada!! 2,Endereço não disponível  Centro,,,Balneário Camboriú,550.0,,,52.0,2,1,1
1027,Quadriplex,Rua Guará  Ariribá,,,Balneário Camboriú,1500.0,,,260.0,5,4,3
1028,3 dorm,Endereço não disponível  Pioneiros,,,Balneário Camboriú,1800.0,730.0,2530.0,117.0,3,2,2
1029,Apartamento,Rua Julieta Lins,1,Pioneiros,Balneário Camboriú,6335.0,,,223.0,4,5,3
1030,Apartamento,Rua 3310  Centro,,,Balneário Camboriú,2250.0,,,129.0,3,4,2
1031,Apt 2,Endereço não disponível  Nações,,,Balneário Camboriú,800.0,,,60.0,2,2,1
1032,Sobrado tiplex,Endereço não disponível  Barra Sul,,,Balneário Camboriú,3700.0,,,220.0,3,4,2
1033,Apartamento,Rua 3250,198,Centro,Balneário Camboriú,3875.0,,,194.0,4,2,3
1034,Apartamento garden,Endereço não disponível  Centro,,,Balneário Camboriú,1470.0,500.0,1970.0,61.0,2,2,1
1035,Ap 2,Endereço não disponível  Centro,,,Balneário Camboriú,1300.0,,,106.0,2,1,1
1036,Apartamento,Rua Jordânia,199,Nações,Balneário Camboriú,999.0,,,109.0,2,1,1
1037,Ap 2,Endereço não disponível  Jardim Iate Clube,,,Balneário Camboriú,650.0,180.0,830.0,61.0,2,3,1
1038,Alto padrão,Endereço não disponível  Centro,,,Balneário Camboriú,3400.0,,,190.0,3,4,2
1039,Vitra by,Rua 3450,37,Centro,Balneário Camboriú,4395.0,,,377.0,4,4,3
1040,Apartamento para,Rua 3300  Centro,,,Balneário Camboriú,2700.0,1200.0,3900.0,129.0,3,4,3
1041,Golden bay,Endereço não disponível  Centro,,,Balneário Camboriú,1890.0,1279.0,3169.0,178.0,3,4,2
1042,Cobertura,3850,230,Barra Sul,Balneário Camboriú,3400.0,1600.0,5000.0,296.0,5,3,3
1043,Apartamento para,Avenida Do Estado Dalmo Vieira,4295,Centro,Balneário Camboriú,850.0,420.0,1270.0,68.0,2,2,2
1044,Horizon -,Endereço não disponível  Centro,,,Balneário Camboriú,2750.0,,,191.0,4,4,3
1045,Sobrado,Rua Jacupemba  Ariribá,,,Balneário Camboriú,1100.0,,,130.0,3,4,4
1046,Apartamento em,Endereço não disponível  Centro,,,Balneário Camboriú,1466.0,,,98.0,3,2,2
1047,Apartamento mobiliado,Rua 1111,99,Centro,Balneário Camboriú,1220.0,400.0,1620.0,87.0,3,2,1
1048,Apartamento,Rua 3710,60,Centro,Balneário Camboriú,3482.0,,,160.0,4,4,4
1049,Terreno,Avenida Hermógenes de Assis Feijó,100,Barra,Balneário Camboriú,1418.0,,,0.0,0,0,0
1050,Titanium tower,Avenida Atlântica  Centro,,,Balneário Camboriú,,,,0.0,4,5,4
1051,Apartamento mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,2900.0,,,170.0,3,4,3
1052,Le parc,Endereço não disponível  Centro,,,Balneário Camboriú,3050.0,1953.0,5003.0,349.0,3,4,3
1053,Alto padrão,Endereço não disponível  Centro,,,Balneário Camboriú,2500.0,,,128.0,3,4,2
1054,Apartamento,Avenida Atlântica,670,Centro,Balneário Camboriú,12890.0,,,289.0,4,1,4
1055,Apartamento,Rua 1131,121,Centro,Balneário Camboriú,740.0,365.0,1105.0,50.0,1,1,1
1056,Apartamento,Rua 1001,,Centro,Balneário Camboriú,900.0,750.0,1650.0,148.0,3,2,2
1057,"Puerto velero,",Rua 2500  Centro,,,Balneário Camboriú,2470.0,860.0,3330.0,140.0,4,4,3
1058,Apartamento para,Rua 3600.0,120,Centro,Balneário Camboriú,4712.0,,,171.0,4,5,3
1059,1 quarto,Endereço não disponível  Centro,,,Balneário Camboriú,520.0,,,40.0,1,1,1
1060,Casa,Endereço não disponível  Praia do Estaleiro,,,Balneário Camboriú,1290.0,,,230.0,2,2,1
1061,Apartamento 3,Endereço não disponível  Centro,,,Balneário Camboriú,1890.0,600.0,2490.0,100.0,3,4,2
1062,Terreno urbano,Endereço não disponível  Jardim Iate Clube,,,Balneário Camboriú,600.0,,,0.0,0,0,0
1063,Apartamento diferenciado,Rua Israel,375,Nações,Balneário Camboriú,1700.0,,,134.0,3,2,3
1064,Pátio estaleiro,Rua Hercelina M. Vieira  Praia do Estaleiro,,,Balneário Camboriú,4950.0,,,0.0,4,5,2
1065,Apartamento para,Rua Ercelina Vieira,293,Praia do Estaleiro,Balneário Camboriú,5480.0,,,298.0,4,6,2
1066,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2201.0,,,189.0,3,1,2
1067,Frente mar,Endereço não disponível  Barra Sul,,,Balneário Camboriú,7200.0,1500.0,8700.0,380.0,4,5,3
1068,Apartamento térreo,Rua Alécio Domingos,100,Nova Esperança,Balneário Camboriú,445.0,250.0,695.0,99.0,2,2,1
1069,Apartamento mobiliado,Endereço não disponível  Pioneiros,,,Balneário Camboriú,2800.0,1070.0,3870.0,136.0,4,3,4
1070,Apartamento para,Rua 904  Centro,,,Balneário Camboriú,1900.0,700.0,2600.0,113.0,3,3,2
1071,Apto 3,Endereço não disponível  Centro,,,Balneário Camboriú,800.0,,,114.0,3,2,1
1072,Apartamento,Endereço não disponível  Nova Esperança,,,Balneário Camboriú,9300.0,,,237.0,4,4,4
1073,Apartamento,Rua 4900  Centro,,,Balneário Camboriú,11300.0,1151.0,12451.0,237.0,4,5,4
1074,Terreno,Rua 3712,70,Centro,Balneário Camboriú,4200.0,,,0.0,0,0,0
1075,Prédio,Rua Alvin Bauer,174,Centro,Balneário Camboriú,,,,0.0,0,0,0
1076,Casa 2,Endereço não disponível  Ariribá,,,Balneário Camboriú,1700.0,,,155.0,2,3,3
1077,Frente mar,Endereço não disponível  Centro,,,Balneário Camboriú,,,,700.0,4,4,2
1078,Apartamento,Rua 2050,279,Centro,Balneário Camboriú,2914.0,,,260.0,4,4,3
1079,Prédio,Avenida Atlântica,1960,Centro,Balneário Camboriú,,,,0.0,0,0,0
1080,Ana capri,Endereço não disponível  Centro,,,Balneário Camboriú,1300.0,600.0,1900.0,142.0,2,2,2
1081,Apartamento duplex,Endereço não disponível  Centro,,,Balneário Camboriú,3090.0,,,260.0,4,4,2
1082,Quadra mar,Rua 4000  Centro,,,Balneário Camboriú,2450.0,,,155.0,1,4,4
1083,Apartamento,Rua 2000,1,Centro,Balneário Camboriú,2626.0,1000.0,3626.0,135.0,3,4,3
1084,Sala comercial,Endereço não disponível  Centro,,,Balneário Camboriú,1390.0,,,0.0,0,0,0
1085,Cobertura duplex,Endereço não disponível  Pioneiros,,,Balneário Camboriú,3550.0,,,262.0,3,4,2
1086,Apartamento para,Rua 1111,59,Centro,Balneário Camboriú,2500.0,,,142.0,4,5,3
1087,Cobertura mobiliada,Rua 2300,,Centro,Balneário Camboriú,1500.0,,,150.0,3,2,1
1088,Apartamento a,Endereço não disponível  Vila Real,,,Balneário Camboriú,335.0,190.0,525.0,48.0,1,1,1
1089,Apartamento,Rua 2400,441,Centro,Balneário Camboriú,2136.0,,,150.0,4,1,3
1090,Apartamentos em,Endereço não disponível  Barra,,,Balneário Camboriú,690.0,,,86.0,2,2,1
1091,Terreno na,Endereço não disponível  Municípios,,,Balneário Camboriú,31500.0,,,0.0,0,0,0
1092,Monte olympos,Endereço não disponível  Centro,,,Balneário Camboriú,4800.0,1700.0,6500.0,217.0,4,6,2
1093,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2500.0,0.0,2500.0,137.0,3,4,2
1094,Apartamento novo,Avenida do Estado Dalmo Vieira  Centro,,,Balneário Camboriú,2300.0,1300.0,3600.0,129.0,4,3,2
1095,Casa 3,Endereço não disponível  Centro,,,Balneário Camboriú,1090.0,,,110.0,3,2,4
1096,3 dormitorios,Endereço não disponível  Centro,,,Balneário Camboriú,900.0,,,94.0,3,2,2
1097,Prédio,Jacob Schimidt,225,Pioneiros,Balneário Camboriú,,,,0.0,0,0,0
1098,Apartamento,Avenida Atlântica  Centro,,,Balneário Camboriú,1250.0,600.0,1850.0,0.0,0,0,0
1099,Apto pronto,Endereço não disponível  Barra Sul,,,Balneário Camboriú,2850.0,,,154.0,4,2,3
1100,Apartamento frente,Avenida Atlântica,,Centro,Balneário Camboriú,3800.0,,,0.0,0,0,0
1101,Oportunidade em,Rua 3310  Centro,,,Balneário Camboriú,2050.0,,,220.0,3,4,2
1102,Residencial ilha,Endereço não disponível  Centro,,,Balneário Camboriú,734.0,,,62.0,2,2,1
1103,Apartamento,Rua 4600  Barra Sul,,,Balneário Camboriú,6170.0,,,194.0,4,6,3
1104,Terreno comercial,Endereço não disponível  Centro,,,Balneário Camboriú,1490.0,,,0.0,0,0,0
1105,Apartamento,Rua Alemanha,10,Nações,Balneário Camboriú,900.0,300.0,1200.0,90.0,2,2,1
1106,Apartamento,Rua 1301,412,Centro,Balneário Camboriú,636.0,350.0,986.0,0.0,0,0,0
1107,Apartamento para,Rua 1536,170,Centro,Balneário Camboriú,3424.0,,,173.0,3,4,2
1108,Apartamento 5,Avenida Atlântica,4370,Centro,Balneário Camboriú,12000.0,3950.0,15950.0,257.0,5,5,5
1109,Prédio,Rua 2300,575,Centro,Balneário Camboriú,,,,0.0,0,0,0
1110,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,1500.0,1076.0,2576.0,197.0,3,1,2
1111,Apartamento pronto,Rua 3618,29,Centro,Balneário Camboriú,3650.0,,,137.0,3,4,4
1112,Terreno,Rua José Cesário Pereira  Nova Esperança,,,Balneário Camboriú,1200.0,,,0.0,0,0,0
1113,Alto padrão,Endereço não disponível  Centro,,,Balneário Camboriú,2000.0,,,265.0,3,4,2
1114,Terreno quadra,Endereço não disponível  Praia do Estaleirinho,,,Balneário Camboriú,1390.0,,,0.0,0,0,0
1115,Apartamento blue,Endereço não disponível  Pioneiros,,,Balneário Camboriú,5010.0,,,0.0,0,0,0
1116,Apartamento,Avenida Atlântica,5770,Centro,Balneário Camboriú,10600.0,2100.0,12700.0,0.0,0,0,0
1117,Alto padrão,Endereço não disponível  Centro,,,Balneário Camboriú,1690.0,247.0,1937.0,113.0,3,4,2
1118,Apto 3,Endereço não disponível  Nações,,,Balneário Camboriú,923.0,,,65.0,3,2,1
1119,Casa,Endereço não disponível  Barra,,,Balneário Camboriú,35000.0,,,0.0,6,8,4
1120,Apartamento mobiliado,Avenida Atlântica,5720,Centro,Balneário Camboriú,11000.0,,,238.0,4,5,4
1121,Ap 4,Endereço não disponível  Centro,,,Balneário Camboriú,2830.0,,,167.0,4,5,3
1122,Casa -,Endereço não disponível  Nova Esperança,,,Balneário Camboriú,8000.0,,,0.0,3,2,5
1123,Apartamento,Rua 2328,145,Centro,Balneário Camboriú,1300.0,800.0,2100.0,110.0,2,2,2
1124,Apartamento a,Rua Julieta Lins,32,Pioneiros,Balneário Camboriú,8450.0,,,165.0,3,4,4
1125,Apartamento,Rua 620,110,Centro,Balneário Camboriú,2530.0,,,128.0,3,1,2
1126,Frente mar,Endereço não disponível  Centro,,,Balneário Camboriú,14490.0,,,368.0,4,5,5
1127,Prédio,Rua Julieta Lins,32,Pioneiros,Balneário Camboriú,,,,0.0,0,0,0
1128,Monte olympos,Endereço não disponível  Centro,,,Balneário Camboriú,4800.0,1700.0,6500.0,217.0,4,6,2
1129,Apartamento,Rua 3110  Centro,,,Balneário Camboriú,3205.0,,,182.0,4,4,3
1130,Iconic tower,Endereço não disponível  Centro,,,Balneário Camboriú,3033.0,,,279.0,4,4,2
1131,Apartamento,Rua 2870  Centro,,,Balneário Camboriú,5730.0,,,178.0,4,5,3
1132,San paolo,Rua 2870,155,Centro,Balneário Camboriú,4240.0,,,252.0,4,1,3
1133,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,3990.0,,,0.0,0,0,0
1134,Vila madalena,Endereço não disponível  Nações,,,Balneário Camboriú,993.0,,,63.0,2,2,1
1135,Apartamento mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,990.0,510.0,1500.0,60.0,2,2,1
1136,Cobertura,Avenida Atlântica  Centro,,,Balneário Camboriú,14000.0,3000.0,17000.0,600.0,4,5,2
1137,Ap quadra,Endereço não disponível  Centro,,,Balneário Camboriú,950.0,,,160.0,3,3,1
1138,Apartamento no,Rua 201,100,Centro,Balneário Camboriú,1950.0,580.0,2530.0,170.0,4,3,1
1139,Sala comercial,Rua 2950,369,Centro,Balneário Camboriú,1009.0,,,0.0,0,0,0
1140,Casa em,Endereço não disponível  Ariribá,,,Balneário Camboriú,6000.0,,,0.0,0,0,0
1141,Apto novo,Endereço não disponível  Ariribá,,,Balneário Camboriú,675.0,,,65.0,2,2,1
1142,Bairro das,Endereço não disponível  Nações,,,Balneário Camboriú,809.0,,,100.0,2,2,1
1143,Prédio,Rua Áustria,144,Nações,Balneário Camboriú,,,,0.0,0,0,0
1144,Apartamento frente,Endereço não disponível  Centro,,,Balneário Camboriú,6500.0,,,175.0,3,5,2
1145,Casa em,Endereço não disponível  Barra,,,Balneário Camboriú,3800.0,450.0,4250.0,283.0,3,4,2
1146,Sapphire tower,Endereço não disponível  Centro,,,Balneário Camboriú,12950.0,,,298.0,5,4,4
1147,Apartamento,Avenida Brasil  Centro,,,Balneário Camboriú,5134.0,,,170.0,4,4,4
1148,Apartamento,Rua 3250,198,Centro,Balneário Camboriú,4277.0,,,246.0,4,2,3
1149,Casa,Rua Hercelina M Vieira  Praia do Estaleiro,,,Balneário Camboriú,2150.0,1300.0,3450.0,170.0,4,4,2
1150,Skyline tower,Endereço não disponível  Pioneiros,,,Balneário Camboriú,5400.0,,,365.0,4,5,4
1151,Excelente apartamento,Rua 1201,493,Centro,Balneário Camboriú,3895.0,2000.0,5895.0,229.0,3,4,4
1152,Apartamento quadra,Endereço não disponível  Barra Sul,,,Balneário Camboriú,1300.0,,,160.0,3,2,1
1153,Apartamento,Rua 3250,100,Centro,Balneário Camboriú,3180.0,1100.0,4280.0,161.0,4,5,3
1154,Hamptons village,Rua 3700,415,Centro,Balneário Camboriú,3700.0,,,123.0,4,5,3
1155,5 suítes,Endereço não disponível  Centro,,,Balneário Camboriú,6200.0,2015.0,8215.0,265.0,5,7,5
1156,Apartamento,Rua 3450,170,Centro,Balneário Camboriú,2450.0,1200.0,3650.0,130.0,3,4,3
1157,Apartamento mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,529.0,190.0,719.0,50.0,1,1,1
1158,Apartamento duplex,Avenida Normando Tedesco,1333,Centro,Balneário Camboriú,13590.0,,,421.0,7,8,4
1159,Terreno para,Av. Arapongas,455,Ariribá,Balneário Camboriú,1100.0,,,0.0,0,0,0
1160,Apartamento na,Rua 1500,16,Centro,Balneário Camboriú,3150.0,,,153.0,6,4,3
1161,Apartamento 2,Rua Israel,431,Nações,Balneário Camboriú,1100.0,507.0,1607.0,67.0,2,2,2
1162,Apartamento no,Rua Francisco Manoel De Souza,82,Barra Norte,Balneário Camboriú,2700.0,700.0,3400.0,135.0,4,3,3
1163,Lançamento 4,Endereço não disponível  Centro,,,Balneário Camboriú,4490.0,,,178.0,4,5,3
1164,Prédio,Rua Protásio Boaventura Caetano,145,Pioneiros,Balneário Camboriú,,,,0.0,0,0,0
1165,4 suítes,Rua 1131  Centro,,,Balneário Camboriú,2650.0,1016.0,3666.0,147.0,4,5,4
1166,Apartamento a,Rua 3900,155,Barra Sul,Balneário Camboriú,3800.0,1200.0,5000.0,151.0,4,3,3
1167,Casa em,Rua Rouxinol,151,Ariribá,Balneário Camboriú,730.0,350.0,1080.0,56.0,2,1,1
1168,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,3830.0,,,146.0,4,5,3
1169,Apartamento para,Rua Francisco Manoel de Souza,82,Pioneiros,Balneário Camboriú,2200.0,900.0,3100.0,135.0,4,4,3
1170,Apartamento,4600,2,Barra Sul,Balneário Camboriú,8500.0,,,328.0,4,5,3
1171,Oportunidade para,Rua Arthur Max Dôose,183,Pioneiros,Balneário Camboriú,638.0,,,0.0,0,0,0
1172,Apartamento diferenciado,Endereço não disponível  Centro,,,Balneário Camboriú,3290.0,,,173.0,3,4,2
1173,Apartamento a,Rua Romeu Pereira,23,Pioneiros,Balneário Camboriú,6200.0,,,190.0,4,6,3
1174,Apartamento na,Endereço não disponível  Centro,,,Balneário Camboriú,3300.0,1000.0,4300.0,146.0,3,4,3
1175,Apartamento,Rua 1401,100,Centro,Balneário Camboriú,2500.0,1000.0,3500.0,180.0,3,4,1
1176,Apartamento vista,Rua Romeu Pereira,23,Pioneiros,Balneário Camboriú,6500.0,1700.0,8200.0,190.0,4,5,4
1177,Apto quadra,Endereço não disponível  Centro,,,Balneário Camboriú,970.0,,,90.0,3,2,1
1178,Apartamento,Avenida Brasil,999,Centro,Balneário Camboriú,2850.0,1280.0,4130.0,162.0,3,5,3
1179,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2370.0,1195.0,3565.0,132.0,3,4,3
1180,Apartamento,Rua 2870  Centro,,,Balneário Camboriú,1650.0,1210.0,2860.0,121.0,3,3,2
1181,Apartamento,Endereço não disponível  Pioneiros,,,Balneário Camboriú,6500.0,,,320.0,4,5,4
1182,"Apartamento, balneário",Rua 1301,339,Centro,Balneário Camboriú,2200.0,,,134.0,3,4,3
1183,Empreendimento em,Endereço não disponível  Centro,,,Balneário Camboriú,1940.0,,,220.0,3,4,2
1184,Apartamento,Avenida Atlântica  Centro,,,Balneário Camboriú,3400.0,850.0,4250.0,79.0,2,2,2
1185,Prédio,Jacob Schimidt,10,Pioneiros,Balneário Camboriú,,,,0.0,0,0,0
1186,Apartamento 2,Endereço não disponível  Pioneiros,,,Balneário Camboriú,1600.0,728.0,2328.0,155.0,3,3,1
1187,Ibiza towers,Endereço não disponível  Barra Sul,,,Balneário Camboriú,11200.0,,,464.0,4,4,4
1188,Centro,Endereço não disponível  Centro,,,Balneário Camboriú,2530.0,,,169.0,3,4,2
1189,Prédio,Avenida do Estado Dalmo Vieira,195,Praia dos Amores,Balneário Camboriú,,,,0.0,0,0,0
1190,Edifício vermont,Endereço não disponível  Centro,,,Balneário Camboriú,4800.0,3500.0,8300.0,429.0,3,5,3
1191,Apartamento mobiliado,Endereço não disponível  Pioneiros,,,Balneário Camboriú,2600.0,,,220.0,4,5,2
1192,Excelente apartamento,Rua 1201,493,Centro,Balneário Camboriú,3854.0,2000.0,5854.0,222.0,4,5,4
1193,Apartamento mobiliado,Endereço não disponível  Vila Real,,,Balneário Camboriú,390.0,,,0.0,0,0,0
1194,Apartamento para,Endereço não disponível  Centro,,,Balneário Camboriú,4770.0,1800.0,6570.0,196.0,3,4,2
1195,Residencial tropical,Endereço não disponível  Centro,,,Balneário Camboriú,490.0,311.0,801.0,57.0,1,1,1
1196,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,1690.0,594.0,2284.0,102.0,3,2,2
1197,Apartamento,Rua Bruno Silva  Pioneiros,,,Balneário Camboriú,4280.0,,,174.0,4,5,4
1198,Apartamento 03,Endereço não disponível  Centro,,,Balneário Camboriú,1166.0,,,102.0,3,2,1
1199,Apartamento,Rua 2300,190,Centro,Balneário Camboriú,3950.0,1400.0,5350.0,151.0,3,4,2
1200,"Apartamento, 2",Rua Anitápolis  Vila Real,,,Balneário Camboriú,530.0,450.0,980.0,64.0,2,1,1
1201,Apartamento para,Avenida do Estado Dalmo Vieira  Pioneiros,,,Balneário Camboriú,1800.0,650.0,2450.0,128.0,3,3,2
1202,Apartamento,Endereço não disponível  Nações,,,Balneário Camboriú,550.0,,,77.0,1,1,1
1203,Apartamento a,Rua 981,160,Centro,Balneário Camboriú,1480.0,1000.0,2480.0,96.0,3,2,1
1204,Frente para,Endereço não disponível  Centro,,,Balneário Camboriú,6000.0,,,251.0,3,5,2
1205,Lançamento na,Endereço não disponível  Centro,,,Balneário Camboriú,7500.0,,,320.0,4,5,3
1206,Apartamento 4,Endereço não disponível  Centro,,,Balneário Camboriú,1550.0,,,140.0,4,4,3
1207,Excelente apartamento,Rua 1201,493,Centro,Balneário Camboriú,3234.0,2000.0,5234.0,175.0,3,4,3
1208,Apartamento para,Rua 2300  Centro,,,Balneário Camboriú,2500.0,,,120.0,3,4,3
1209,Apartamento a,Rua 1021,,Centro,Balneário Camboriú,650.0,,,70.0,2,1,1
1210,Gran palazzo,Avenida Atlântica,5200,Barra Sul,Balneário Camboriú,7300.0,,,157.0,3,4,2
1211,Apartamento,Rua 3146,70,Centro,Balneário Camboriú,1272.0,512.0,1784.0,101.0,2,1,2
1212,Bréscia -,Endereço não disponível  Centro,,,Balneário Camboriú,4712.0,,,363.0,4,4,3
1213,Apartamento 2,Rua 1401,316,Centro,Balneário Camboriú,1800.0,780.0,2580.0,113.0,2,3,2
1214,Excelente apartamento,Rua 2500,,Centro,Balneário Camboriú,980.0,600.0,1580.0,99.0,2,2,1
1215,Apto alto,Endereço não disponível  Centro,,,Balneário Camboriú,2445.0,,,143.0,4,4,4
1216,Excelente terreno,Endereço não disponível  Praia do Estaleirinho,,,Balneário Camboriú,2250.0,,,0.0,0,0,0
1217,Apartamento no,Avenida Atlântica,4540,Centro,Balneário Camboriú,2950.0,616.0,3566.0,70.0,2,2,1
1218,Cobertura,Avenida Brasil,3551,Centro,Balneário Camboriú,5349.0,1228.0,6577.0,245.0,3,3,5
1219,Cobertura,Rua Carlos Drummond de Andrade,777,Praia dos Amores,Balneário Camboriú,2990.0,,,166.0,3,3,3
1220,Apartamento alto,Rua 2414,150,Centro,Balneário Camboriú,3450.0,,,0.0,0,0,0
1221,Apartamento para,3ª Avenida,1472,Centro,Balneário Camboriú,2554.0,,,140.0,4,1,2
1222,Apartamento,Rua 2000,125,Centro,Balneário Camboriú,5323.0,,,169.0,4,1,3
1223,Casa,Rua 2350,1470,Centro,Balneário Camboriú,1500.0,,,59.0,4,1,2
1224,Apto 2,Endereço não disponível  Nações,,,Balneário Camboriú,750.0,432.0,1182.0,62.0,2,2,2
